id,text,label
4995,الامير منصور بن ناصر بن فهد ال سعود انت تشتكي من خلل بالسياره ورفست النعمه وحطيت برسيم ، وغيرك يظل دهر عشان يجمع قيمه سيارتك ويوكل عياله,not_applicable
6576,:  عرب صهيون السعوديه ومن تبعها..يرغبون اﻷستحمار والعبوديه للغرب..؟؟؟,hate
8715,@atc8877 الله يفرحنا اليوم بهزيمه مذله لصغير العريجا,hate
486,طريق حفرالباطن الدمام امر مؤسف جداً ان لاتتم معالجه هذا الطريق الذي اخذ الكثير من الارواح اين وزير النقل عنه؟؟ علماً انه طريق دولي !!!!,hate
8613,اللقطه دي من اجمل وارق واصدق اللقطات اللي شفتها في الاوليمبياد دي.,not_applicable
3566,@anwaral62972009 @albqma_d @shahokurdy أخلاق الروافض من يدعون اتباع ال البيت وحاشاهم ان يكون هؤلاء يمثلونهم 🤮 https://t.co/2AnykT1ElD,hate
4695,@Marea_Elshame لا حول ولا قوة إلا بالله غربان أهل النار لا أخلاق ولا دين ولا عقل ، اللهم طهر سوريا من خبثهم,hate
3881,7agh 7l قلت لك معندي مشكله يتزوج علي لو شاف مني عيب بس انت متفهم الحمدلله و الشكر,not_applicable
7106,فجاه كلهم عندهم OSN 🙂😂,not_applicable
1152,السباح السعودي احمد جبريل حصل علي المركز السابع والاربعين في الاوليمبياد من بين 47 مشارك الحمد لله انه ما غرقش󾌳󾌳󾌳 مارو,not_applicable
6604,وكأسِ صَهْباءَ صِرْفٍ ما سَرَتْ بِيَدٍ إلى فَمٍ ما طَعْمُ ضَرَّاءِ كأنَّ مِشْيَتَها في جِسْمِ شَارِبِها تَمَشِّيَ الصُّبْحِ في أَحْشَاءِ ظَلْماءِ,not_applicable
9588,كل ده يضمنلك في الاوليمبياد اللي جايه من 10 ل 15 ميداليه وسياده تامه في الرياضتان Rio2016 5,hope
9574,: اعاهدكم الله ان لانخون دمائكم وتضحياتكم وان لا نقبل الالتفاف عليهاوانتقاصها وان نبقي معكم وان لانحيد عن غايتكم مهماكان ح…,hope
7584,موقع والا العبري : #أولي: قتيلان في عملية إطلاق النار في حوارة #قمة_العار,not_applicable
4712,#السودان | أعلنت وزارة الداخلية فى #جزر_القمر عن قائمة الكيانات التي تعتبرها إرهابية، وبمقدمتها جماعة الإخوان، وتنظيم داعش وبوكوحرام من بين 69 كيانا إرهابيا. #برق_السودان https://t.co/L7NTX9PWiF,not_applicable
3025,بمؤمليك ولا بك الألمُ فلقد شكا لشكاتك الكرمُ عجبي من الآلام كيف غزت جسماً له من مجده حرم أنت الذي تجلى بعزته صدا الخطوب وتكشف الظلم,not_applicable
5974,@EhabAspry22 يلا ياجاهل ياابن الجاهل ما انت ياجاهل مش بتحصل فيه كلمات مش بتكتب صح اتفو عليك قال اهلاوي كتك قرف,hate
9550,@MouslimSeloua راه ممكن يقولو أنه كان يصنع في خنشلة و كان واحد التاجري مروكي يهودي سرق أسرار صناعة العكر الفاسي و نقلها للموغريب و عادي ما عندهمش المشكل بنادم عندهم مضبع 😎😌,hate
8067,لاحَت لنا وَهناً يُرفِّعُ ضَوءها ريحٌ ينفح طلة وقطارُ سَقياً لِمَوقِدِها المَليحِ لَو أنَّهُ يَوماً عَلَى شَحطِ الدِّيارِ يُزَارُ حَلَفَت أُمَيمَةُ أَنَّ وُدِّى حَجّت لَهُ شُعثَ الرُّؤوسِ بِمكَّةَ الأَبرَار كذَبَت أُمَيمَةُ وَالّذى حَجّت لَهُ مَذِقٌ وَأَنّى خَائنٌ غَدّارُ لو تَعلَمِينَ وَقَلَّمَا جَرَّبتِنى وَالعِلمُ يَنفَعُ وَالعَمَى ضَرَّارُ لَعَلِمتِ اَنّى بالمَغِيبةِ حَافِظٌ للسِّرِّ مِنكِ وَأنّنى نَصّارُ,not_applicable
5135,باعو عرضهم وشرفهم لامريكا واسرائيل وقفت علي الجنسيه يعني؟ لعنه الله علي السيسي. الله يخلص اهل مصر والامه باجمعه من السيسي واعوانه,hate
5688,RT @samybk094: @mazen00711 هذه النوعية من الشاذين والمرضى النفسيين هما من أختارهم الاستعمار لحكم بلادنا العربية والاسلامية المنكوبة,hate
665,المعرص اللي رفع علم السعوديه في الاوليمبياد زي المعرص اللي رفع اشاره رابعه قبل كدا لازم يتحاسب هو كمان ولا نبقي بلد معرصه ولا مؤاخذه,hate
3413,تفتح التلفزيون تطلع لك خميس الحديدي  قصه قصيره مرعبه,not_applicable
7487,نفسي اسال ابن الوسخه اللي كان ماسك علم السعوديه في الطابور المصري في افتتاح الاوليمبياد استفدت ايه بكسمك ؟؟,not_applicable
642,الحب هو هبوط حاد في الدوره الدمويه وتحس ان قلبك بيسقف ايمي سمير غانم 😂😃😂😂😂,hate
9097,حمله طرد العيال من كوكب الارض من جد ،خل نرتاح شووي منكمم 😐,not_applicable
176,Oo: هاتولي افشخ مدير فني مسك الاهلي يدرب تشكيله بالاسامي دي ويعمل حاجه .. مش موضوع ندافع عن جاريدو بس تبقي فاهم انت بتقول ايه وبطل…,not_applicable
5834,صباحك ويومك جميل انشاءلله..مرسي لذوقك,hope
9753,ألا إن قلبي يوم بنتم وسرتم غدا حائما خلف الظعون يطير يقاسي مرار الموت من ألم الجوى فما لي إلا أنةٌ وزفير وحلتم وسرتم لو رحمتم فبينكم لحظي يوم للبلاء عسير وكنت ليوم البين أعددت عدة وفي الظن ما أعددته لكبير فخان الذي أعددته لفراقكم وولت جيوش الصبر وهي غرور فلو أنكم يوم الفراق أعرتم قلوبكم لي إنّني لصبور,not_applicable
3251,@DrSajed @m_alomani هي شبه مستعمرة فرنسية وتعتبر باريس أفريقيا كانت فيها حرب ابادة وليست حرب أهلية لسيطرة المستعمر على مواردها وتعتبر وجهه سياحية لكثير من السياح طبعاً تم تعمير وبناء هذه البلد بعد الحرب الأخيرة فيها,not_applicable
786,أَجِدُ نَفْسِي أُشْعِرُ بِالإِهَانَةِ أَكْثَرَ لِلسَّيِّدَةِ,not_applicable
7621,@m_t_____zll السنة هي الأمة والأمة وعدها الله بالنصر وستنتصر بتوفر شروط النصر أما جحش فما هم إلا فقاعات أوجدها تحالف الشر وعمرها كعمر الفقاعات .,hate
7689,: ماتغووور بقا ???????????????????? نطالب برحيل مرتضي منصور,not_applicable
6627,ايوه يعني لو انا عاوز اشجع اللاعيبه المصريه في الاوليمبياد ارفع علم مصر ولا علم السعوديه!!!!!!!!!! رجعوا حماده,not_applicable
7225,@yaseralyafai @Khalilmyemen @Yehya_lawyer راجع الحوثي يشردك انت . والله لو لا السعوديه . انك مدعس تحت ارجل الحوثي . انتم مداعسه طول عمركم .,hate
5198,. أَشْعُرُ بِارْتِيَاحٍ كَبِيرٍ بِشَأْنِ الطَّرِيقَةِ الَّتِي سَارَتْ بِهَا الأُمُورُ فِي شَهْرِ نُوفِمْبَرَ/تَشْرِينِ الثَّانِي، خَاصَّةً مُنْذُ سَيْطَرَةِ الدِّيمُقْرَاطِيِّينَ عَلَى مَجْلِسِ الشُّيُوخِ.,hope
7666,كتنا نيله ف حظنا الهباب xD,not_applicable
91,@3l3ff الفقراوي انجس من ذنب الكلب,not_applicable
5562,: تهديني الاحلام زاهيه ضاحكه مستبشره بغد جميل بحضن الاماني تمنحني قبله علي جبين العمر تشفي جراح ايام عجاف,hope
5550,ما يحدث الان من تخاذل بعض الفصائل و مناطق الثوار مع حلب، هو ما حدث من قبل في الحروب الصليبيه، التاريخ باخطاءه يُعاد و لا نتعلم. كارثه,not_applicable
9355,@korarotana البهيم دايم بهيم حتي لوتلبسه كتب التاريخ انسان منافق وحقود دمرونخرفي عظم الوحده بعدمااظهرته وشهرته للعالم ولكن هذا جزء من يدعم الجاحد,not_applicable
7781,امريكا بتروح الاوليمبياد تاخد كل الميداليات و ترجع,not_applicable
1971,وانا خايف ان الناس تسرقك مني  aljameel,not_applicable
2905,أُشْعِرُ بِالْجُشْعِ وَالسُّيْطَرَةِ,not_applicable
530,أَرانِيَ مِنهاجَ الهُدى فَسَلَكتُهُ وَلَم تَتَشَعَّب في الضَلالِ مَذاهِبي وَخَبَّرَ أَنَّ الجَهلَ لَيسَ بِآيِبٍ إِلَيَّ وَأَنَّ الحُلمَ لَيسَ بِعازِبِ فَأَفصَحَ مِن بَعدِ العُجومَةِ مادِحي وَأَعجَمَ مِن بَعدِ الفَصاحَةِ عائِبي وَرَدَّ إِلى خَيرِ الأَنامِ مَدائِحي فَحَلَّت مَحَلَّ العِقدِ مِن جيدِ كاعِبِ,hate
9568,يَا ربِّ خُذ بِيَدي مِن ظُلمِ مُقتَدِرٍ عَلَيَّ قَد لَجَّ في صَدّي وَهجرانِي لَيِّنْ قَساوَتَه لِي أَو فَيَسِّرْ لي صَبراً لأَحظى بِوَصْلٍ أَو بِسُلوانِ أَو فَاِطْفِ جَمرةَ خَدَّيهِ وأَيقِظْ جَفْ نَيْهِ اللّذينِ أَراقَا ماءَ أَجفاني,not_applicable
996,مبروك بعثه 120 فرد رجعت بميداليتين برونز + علم السعوديه 󾌴󾌴󾌴󾌴 هي الاوليمبياد حرام اصلا 󾌴󾌴,not_applicable
4750,يا مَنْ بِهَوَاهُ سِيْطَ لَحْمي ودَمِي لا نَالَكَ ما تَراهُ بي من ألمِ إنْ لم تَهَبِ الحَيَاةَ في وصلِكَ لِي فَامنُنْ كرَماً ورُدَّنِي للعدَمِ,not_applicable
4081,سموت يا بتولة في العذارى على كل الأنام عُلَىً وَفُقتِ خلقت درةً لا عيب فيها كأنك مثلما شئت خلقت,hope
2312,ضاعت اجمل سنيني من عمايل يديك اكذب ان قلت راحت لاجل عينك فدي فرصه العمر قالوا لا غدت ما تجيك جتني اكثر فرص عمري وضاعت سدي,not_applicable
2154,ليهنِكَ ما وافاكَ مِن فَيضِ نعمةٍ أَتَتكَ فَحَلَّت مِنكَ خَير مَكانِ وِسامٌ هُوَ الحليُ البَديعُ بَدا عَلى عَقائلَ فضلٍ في عُلاكَ حِسانِ حَباكَ بِهِ عَبدُ الحَميدِ وَإِنَّهُ أَجلُّ حَباءً مِن أَجلِّ بَنانِ جَزاكَ جَميلاً عَن جَميلِ صَنائعٌ عَلى حُسنِها يُثني بِكُلِّ لِسانِ فَقَد طالَما رُضتَ الفَضائلَ وَاِنَبرت لَتَعزيزِ شَأنِ العلمِ مِنكَ يَدانِ لذا نِلتَ بالاحسانِ تاريخَ بِرِّهِ فَأَولاكَ بِالنيشانِ رفعةَ شانِ,hope
4573,اللهم غيثامن عندك يروي ويشفي صدورقوم مؤمنين انهكم الفقد والانين اللهم اني ابراء اليك من قلهحيلتي وهواني عن نصرتهم اللهم ولاناصر الا انت💔,not_applicable
1427,@faisaljafar68 ونعم والف انعام بالشيخ عبدالله ..وكل احرار حضرموت الذين يقارعون الفحشاء والمنكر القادمة من مثلث القرود رموز الشوعية والشيعيه عملاء بكل المقاييس قطاع طرق ومجرمون بالفطره,hope
5824,انا حارجع العب چودو تاني و حاتمرن جامد و اروح الاوليمبياد الاعب الاسرائيلي و اهزمه و لما يجي يسلم عليا حاسلم عليه و اعطس في وشه اغرقه تفافه,hate
5746,احنا مش ضد قطر تحديدًا! مافيش شيء في الدنيا يعيبها كدوله، احنا ضد اي دوله تعتمد علي التجنيس ف منافسه الاوليمبياد,not_applicable
8462,@abdulsalam_bakr هناك صراع بين اليهود الشرقيين ( الاشكيناز) والغربيين ( السفرديم). الشرقيين لايسمح لهم بتقلد المناصب العليا وينظر لهم بنظره دونيه ويعتبرون من الدرجه الثانيه,not_applicable
9557,وبغض النظر عن كل شيء يبقي المصرين الوحيدين اللي شتمو وسخرو وشغالين تريقه علي لاعبيهم المصرين في الاوليمبياد حتي اصابهم الاحباط ومفيش دعم لهم,not_applicable
6017,سيتم دعس وحدة عدن اليوم من قبل كبير عدن وفخر الانديه في اليمن وزعيمها التلال ❤ https://t.co/3DoQeWXoJX,hope
3412,اطلالتك الصباحيه علي قلبي تشبه الوان قوس قزح في عيون العشاق . امل الرجيعي صباح الورد,not_applicable
3973,RT @shiatkrit: سنبني الحسينيات و المساجد الشيعية في تكريت رغما عن أنف النواصب #معاوية_نعال_المؤمنين,hope
8166,alghfaily: اللهم تشكو و تنتحب؛ رجالها ونساؤها، كبارها وصغارها، سهولها وجبالها، مدارسها ومشافيها ، فاللهم انج مستضعفيها، وانصر…,not_applicable
495,قامت جزر القمر بإعلان انها سوف تقوم بمحاربة الإرهاب والقضاء عليه بشكل تام و كانت فى المقدمة جماعة الإخوان وتنظيم داعش الذين تسببوا فى نشر الإرهاب والفساد والخراب فى البلاد https://t.co/W8Z6R5IH0P,hate
3542,@benlaghbar ما فيه قضيه عند الدحابشه في الشمال ؟؟ الدحابشه ليس لهم قضيه مع الحوثي والزيود ؟؟ الدحابشه هم مؤيدين وداعمين للحوثي ،،، وهدف الدحابشه والحوثيين الان هو اعادة احتلال عدن والجنوب العربي ،،، الدحابشه سلموا جميع المناطق العسكريه في الشمال للحوثي والزيود وهم متفقين مع الحوثي !!!,not_applicable
2321,لنا روضة في الدار صيغ لزهرها قلائد من حمل الندى وشنوف يطيف بنا منها إذا ما تنفست نسيم كعقل الخالدي ضعيف,not_applicable
4130,@i24NEWS_FR @FerhatMhenni @cyrilamar_i24 عاشت جمهورية القبائل الامازيغية الحرة المستقلة وعاصمتها تيزو وزو و رئيسها فرحات مهني 💪💪💪💪💪,hope
3984,كتابها قد جاءني حاملا لقلبي الخفاق قلبا خفق والتمعت فيه نجوم المنى في أسطر مثل سواد الغسق وأعرف القبلة في موضع يلوح لي كالزهر لا كالورق وكم به سطر إلى آخر كالصدر للصدر دنا فاغتنق وكم به معنى أنام الجوى وكم به معنى أتى بالأرق سالته كيف رأى وجهها فقال جل اللَه فيما خلق قلت وذاك الخد لما استحى فقال مثل الفجر فيه الشفق قلت وذاك الثغر ما أمره فقال لما ذكرتك انطبق يا ثغرها فيك نسيم الندى فكيف قلبي في نداك احترق,hope
151,ممدوح المنسدح يقذف فتاه  قال اعرابي لرجل بذيء اللسان فاحش القول: جعل الله عورات الناس بين ارجلهم ، وجعل عورتك بين فكيك، فاسترها بالصمت !????,not_applicable
4053,@Magedabdelnour1 مع الاتراك حق فكيف شعب ثائر على اساس وبنفس الوقت وصل منه ملايين لأوربا،التركي يتنقل في بلده هذا اولا وثانيا بكارثه لم يصنعها فلا مقارنه,not_applicable
694,احنا وصلنا لقمه التخلف لما واحد مصري يرفع علم السعوديه في الاوليمبياد !,hate
4277,@aljzayry_aljndy @AL24newschannel هذا يكفيك ارجع للحظيرة و شد الصف مع المزلوطين https://t.co/PJ6EOGCBze,hate
6559,تباكي المليشيات شمالا 2015 يحرض المليشيات جنوبا,not_applicable
1738,ألا إن فن النظم يحتاج ربه إلى لطف ذوق في مجال مجازه وكسب علو في علومٍ إذا أتى إلى بابه ألقت حجاب حجازه,hope
3001,خوف غريب زي لما تخاف الشخص يعافك من تصرفاتك وبنفس الوقت مو قادر تغير هالتصرفات.,not_applicable
167,@kasimf أنظمة سلمت العراق للإيراني، مكنت حافظ الأسد على عقود، دعمت المليشيات الإيرانية، دعمت الثورات المضادة، هاي ماراح تقدم للسوريين العون,hate
4802,احا طنطا ضاغط الزمالك,not_applicable
4472,@ali_ali85farhan هاي حسب شعار البعثية انه العراق عراق صدام حسين اللي انطه حدود وشط العرب لايران والكويت ومنطقة الحياد للسعودية وحدود للاردن و كردستان منفصلة والطيارات الامريكية تبول على راسه وفرق التفتيش حتى غرفة نوم سجودة دخلوها وشافو ملابسها الداخلية #گبر للبعثية,not_applicable
2865,بهما بالسرير والإيوان وبحق النيروز والمهرجانِ والذي تأملون في نار كوشي د ونار الخبراء بالكاريان لم تأبى إن تستشف يدُ الأل حاظ ديباجَ خدكَ الخسرواني في قضايا كسرى أبرويزٍ هذا أم وصايا كسرى أنو شروان ما أرى الموبذان يرضى بهذا ان رجعنا فيه إلى الموبذان,not_applicable
8408,لَقَدْ كُنْتُ أَعِيشُ فِي هامبورغَ المَمْطُرَةِ بَألْمَانْيا، وَكُنْتُ فِي المَنْزِلِ مَعَ فَتاتَيِّ الصُّغَيْرَتَيْنِ اللَّتَيْنِ تَشْعُرَانِ بالحَنِينِ إلى الوَطَنِ فِي بَعْضِ الأَحْيَانِ، وَأَتَعَلَّمانِ كَيْفَيَّةَ التَّعْبِيرِ عَنْ نَفْسِي بِلُغَةٍ جَدِيدَةٍ، وَأُحَاوِلُ أَنْ أَتَذَكَّرَ مَنْ أَنَا لِإِعَادَةِ اكْتِشَافِ حُرِّيَّتِي وَمُوَاصَلَةِ المُضِيِّ قَدَمًا مَعَ الامْتِنَانِ فِي هَذا الجَدِيدِ. الحَيَاةِ أَشْعُرُ أَنَّ هَذِهِ رِسَالَةً بَرِيدٌ إلِكْتُرونِيَّةٌ ضَعِيفَةٌ وَلَكِنَّ الوَقْتَ قَدْ نَفَدَ,not_applicable
3541,قُلُ ما هَويتَ فَإِنَّني لَكَ سامِعٌ وَالأَمرُ أَمرُك وَاِعلَم بِأَنَّ مَسَرَّتي لَو أَنَّ فيها ما يَضُرُّك لَتَرَكتُ ذَلِكَ وَاِتَّبَع تُ مَساءَتي فيما يَسُرُّك فَهَوايَ فيما ساءَني أَو سَرَّني ما فيهِ بِرُّك,not_applicable
2883,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه فاتتك قهوتي الخطيره,not_applicable
